user_id,watch_time_hours,avg_session_mins,top_genres,num_sessions,completion_rate,weekend_watch_ratio
USR-7651,30.54,44.98,"[""Mystery"", ""Drama"", ""Adventure"", ""Romance""]",40,0.749,0.514
USR-8333,32.39,61.42,"[""Romance"", ""Mystery"", ""Adventure"", ""Sci-Fi""]",28,0.904,0.568
USR-4861,5.79,27.05,"[""Comedy"", ""Animation""]",20,0.824,0.12
USR-2840,31.64,87.57,"[""Sci-Fi"", ""Thriller"", ""Action""]",35,0.853,0.444
USR-2996,38.35,84.51,"[""Sci-Fi"", ""Action""]",33,0.865,0.548
USR-3400,41.18,84.34,"[""Thriller"", ""Action""]",28,0.804,0.445
USR-9519,2.71,44.97,"[""Comedy""]",8,0.386,0.786
USR-10122,3.68,46.29,"[""Drama"", ""Comedy""]",7,0.333,0.613
USR-5216,10.55,24.81,"[""Comedy""]",17,0.77,0.363
USR-4687,8.72,35.15,"[""Animation"", ""Comedy""]",16,0.608,0.515
USR-1801,39.49,89.27,"[""Action"", ""Thriller"", ""Sci-Fi""]",29,0.889,0.315
USR-7253,33.72,42.23,"[""Sci-Fi"", ""Drama"", ""Romance""]",43,0.746,0.324
USR-9116,27.26,78.21,"[""Romance"", ""Drama"", ""Adventure"", ""Documentary"", ""Crime""]",27,0.706,0.51
USR-2406,45.18,87.07,"[""Thriller"", ""Action""]",22,0.898,0.604
USR-8355,33.28,,"[""Crime"", ""Romance"", ""Documentary"", ""Drama"", ""Adventure""]",41,0.842,0.579
USR-1070,28.56,92.68,"[""Action"", ""Sci-Fi""]",20,0.872,0.415
USR-6860,10.85,30.04,"[""Animation"", ""Comedy""]",22,0.417,0.545
USR-3760,38.5,87.15,"[""Sci-Fi"", ""Thriller""]",33,0.799,0.505
USR-7551,25.1,63.44,"[""Romance"", ""Drama"", ""Mystery"", ""Documentary""]",33,0.802,0.473
USR-2587,46.57,93.59,"[""Action"", ""Sci-Fi""]",25,0.794,0.533
USR-5360,10.41,29.61,"[""Animation"", ""Comedy""]",24,0.657,0.314
USR-6713,8.83,28.74,"[""Animation"", ""Comedy""]",23,0.754,0.285
USR-2075,38.24,89.56,"[""Thriller"", ""Sci-Fi"", ""Action""]",31,0.85,0.445
USR-5820,8.25,13.72,"[""Animation""]",19,0.897,0.375
USR-9842,0.1,32.75,"[""Comedy""]",7,0.614,0.792
USR-7560,29.29,58.54,"[""Romance"", ""Documentary"", ""Mystery"", ""Adventure""]",10,0.712,0.385
USR-10746,3.62,18.89,"[""Comedy""]",11,0.433,0.916
USR-3604,27.41,77.55,"[""Thriller"", ""Action""]",33,0.897,0.431
USR-10736,5.09,30.04,"[""Family"", ""Comedy""]",3,0.232,0.754
USR-2580,40.4,98.32,"[""Sci-Fi"", ""Action"", ""Adventure""]",23,0.826,0.443
USR-9232,23.14,62.85,"[""Adventure"", ""Sci-Fi"", ""Documentary"", ""Mystery""]",26,0.792,0.431
USR-6701,,24.6,"[""Animation"", ""Comedy""]",19,0.798,0.359
USR-4724,5.94,10.29,"[""Animation"", ""Comedy""]",31,0.621,0.331
USR-1410,33.32,103.93,"[""Thriller"", ""Action""]",24,0.814,0.454
USR-8597,23.9,79.92,"[""Documentary"", ""Crime"", ""Mystery""]",34,0.663,0.733
USR-4886,4.45,25.92,"[""Comedy"", ""Animation"", ""Romance""]",14,0.563,0.359
USR-6732,7.46,16.29,"[""Comedy"", ""Animation""]",21,0.637,0.109
USR-6355,8.44,34.5,"[""Animation"", ""Comedy""]",26,0.753,0.231
USR-4965,7.48,23.22,"[""Animation""]",16,0.683,0.216
USR-4092,27.91,,"[""Action"", ""Sci-Fi"", ""Adventure""]",33,0.841,0.421
USR-3727,49.52,84.14,"[""Thriller"", ""Action"", ""Sci-Fi"", ""Adventure""]",24,0.766,0.352
USR-1478,30.06,98.65,"[""Sci-Fi"", ""Thriller""]",26,0.947,0.468
USR-2330,31.85,99.06,"[""Sci-Fi"", ""Action""]",21,0.692,0.37
USR-3284,27.83,79.6,"[""Sci-Fi"", ""Thriller""]",13,0.755,0.245
USR-10741,3.57,14.23,"[""Drama""]",4,0.206,0.706
USR-8074,30.83,62.28,"[""Crime"", ""Mystery"", ""Drama"", ""Documentary""]",32,0.722,0.416
USR-2778,28.21,95.64,"[""Thriller"", ""Sci-Fi"", ""Action"", ""Crime""]",15,0.9,0.456
USR-7240,28.2,72.14,"[""Romance"", ""Adventure"", ""Mystery""]",33,0.722,0.604
USR-1752,26.91,51.89,"[""Action"", ""Sci-Fi""]",13,0.746,0.408
USR-6929,26.75,74.83,"[""Drama"", ""Documentary"", ""Adventure""]",36,0.842,0.591
USR-5175,11.94,17.91,"[""Comedy"", ""Animation""]",24,0.745,0.349
USR-8314,29.19,46.22,"[""Documentary"", ""Mystery"", ""Sci-Fi"", ""Drama""]",25,0.715,0.545
USR-7174,22.39,66.58,"[""Adventure"", ""Crime"", ""Drama""]",21,0.781,0.401
USR-8766,21.02,53.91,"[""Crime"", ""Mystery"", ""Drama"", ""Adventure""]",30,0.895,0.519
USR-10472,1.54,40.47,"[""Family"", ""Comedy""]",3,0.301,0.681
USR-9109,25.12,52.23,"[""Mystery"", ""Documentary"", ""Adventure"", ""Crime""]",30,0.684,0.514
USR-6313,10.14,25.63,"[""Animation""]",28,0.578,0.168
USR-6270,7.87,15.8,"[""Animation"", ""Comedy""]",16,0.618,0.325
USR-1469,38.46,72.3,"[""Sci-Fi"", ""Thriller""]",23,0.765,0.479
USR-2546,15.0,106.16,"[""Sci-Fi"", ""Thriller"", ""Action""]",20,0.849,0.268
USR-7460,27.67,92.88,"[""Crime"", ""Romance"", ""Documentary"", ""Drama""]",36,0.71,0.558
USR-3684,33.76,103.07,"[""Sci-Fi"", ""Thriller""]",22,0.862,0.418
USR-8353,,61.65,"[""Documentary"", ""Crime"", ""Drama""]",46,0.708,0.64
USR-7330,27.3,,"[""Mystery"", ""Drama"", ""Sci-Fi""]",19,0.918,0.503
USR-2026,43.34,87.17,"[""Sci-Fi"", ""Thriller""]",25,0.858,0.247
USR-5682,5.8,18.46,"[""Comedy"", ""Animation""]",18,0.776,0.389
USR-9171,28.81,77.55,"[""Sci-Fi"", ""Drama"", ""Romance"", ""Mystery"", ""Adventure""]",13,0.686,0.46
USR-8260,26.31,53.07,"[""Adventure"", ""Mystery"", ""Sci-Fi"", ""Drama"", ""Documentary""]",32,0.795,0.636
USR-3355,37.97,92.32,"[""Thriller"", ""Sci-Fi""]",23,1.0,0.444
USR-6228,9.44,28.58,"[""Animation"", ""Comedy""]",23,0.683,0.38
USR-4781,9.33,15.04,"[""Animation"", ""Comedy""]",18,0.829,0.437
USR-1774,37.47,67.3,"[""Sci-Fi"", ""Action"", ""Slow TV""]",26,0.875,0.487
USR-10453,3.36,27.64,"[""Comedy"", ""Family""]",4,0.284,0.66
USR-9903,3.02,36.2,"[""Family""]",7,0.285,0.69
USR-6959,30.05,44.43,"[""Sci-Fi"", ""Drama"", ""Romance"", ""Crime"", ""Mystery""]",29,0.777,0.492
USR-8825,34.64,56.17,"[""Adventure"", ""Crime"", ""Romance"", ""Sci-Fi""]",19,0.839,0.593
USR-1642,37.7,84.41,"[""Thriller"", ""Action""]",24,0.867,0.595
USR-5333,4.26,22.16,"[""Comedy"", ""Animation""]",11,0.63,0.406
USR-5003,6.75,27.06,"[""Animation"", ""Comedy""]",28,0.668,0.429
USR-8793,23.1,55.84,"[""Documentary"", ""Adventure"", ""Romance""]",30,0.883,0.412
USR-4318,11.39,22.78,"[""Animation"", ""Comedy""]",22,0.563,0.45
USR-9621,4.82,24.64,"[""Family"", ""Comedy""]",3,0.382,0.681
USR-2109,28.7,90.83,"[""Thriller"", ""Sci-Fi""]",18,0.793,0.415
USR-7614,29.76,62.67,"[""Sci-Fi"", ""Documentary"", ""Drama""]",38,0.65,0.288
USR-9845,3.62,35.75,"[""Comedy""]",3,0.341,0.805
USR-2421,44.99,73.79,"[""Action"", ""Sci-Fi"", ""Thriller""]",31,0.989,0.588
USR-6118,7.01,29.03,"[""Animation""]",21,0.923,0.447
USR-7525,37.79,66.52,"[""Crime"", ""Adventure"", ""Sci-Fi""]",15,0.763,0.403
USR-6024,3.23,15.59,"[""Comedy"", ""Animation""]",21,0.675,0.343
USR-9697,6.14,28.21,"[""Family""]",4,0.394,0.864
USR-10652,2.14,45.76,"[""Comedy""]",2,0.228,0.796
USR-6628,6.13,23.85,"[""Comedy"", ""Animation"", ""Romance""]",26,0.668,0.258
USR-10717,2.06,11.35,"[""Drama""]",6,0.353,0.719
USR-2681,32.83,93.33,"[""Thriller"", ""Sci-Fi"", ""Action""]",22,1.0,0.191
USR-7871,40.08,53.73,"[""Sci-Fi"", ""Documentary"", ""Romance""]",35,0.691,0.528
USR-1634,36.1,61.0,"[""Thriller"", ""Sci-Fi""]",22,0.886,0.202
USR-3570,30.32,82.02,"[""Thriller"", ""Action""]",25,0.918,0.397
USR-4502,9.04,24.97,"[""Animation""]",23,0.692,0.522
USR-3167,31.06,92.52,"[""Sci-Fi"", ""Action""]",22,0.874,0.548
USR-1364,39.87,94.89,"[""Thriller"", ""Sci-Fi""]",29,0.915,0.312
USR-7924,29.51,75.75,"[""Sci-Fi"", ""Adventure"", ""Documentary"", ""Crime""]",33,0.679,0.463
USR-3826,28.12,97.85,"[""Sci-Fi"", ""Action""]",25,0.82,0.484
USR-9475,2.16,27.79,"[""Comedy""]",1,0.402,0.629
USR-7392,25.66,63.99,"[""Adventure"", ""Mystery"", ""Romance"", ""Documentary""]",19,0.778,0.588
USR-8690,18.68,55.52,"[""Drama"", ""Crime"", ""Adventure"", ""Sci-Fi"", ""Romance""]",36,0.862,0.544
USR-8348,24.08,55.43,"[""Crime"", ""Adventure"", ""Sci-Fi""]",27,0.691,0.448
USR-8077,23.67,47.12,"[""Drama"", ""Mystery"", ""Sci-Fi""]",22,0.864,0.577
USR-8311,32.3,38.75,"[""Romance"", ""Mystery"", ""Crime"", ""Adventure""]",31,0.831,0.64
USR-6995,35.99,70.37,"[""Sci-Fi"", ""Romance"", ""Documentary""]",23,0.719,0.529
USR-8862,20.64,68.29,"[""Mystery"", ""Sci-Fi"", ""Drama"", ""Documentary""]",31,0.744,0.351
USR-2173,37.47,87.98,"[""Thriller"", ""Action"", ""Sci-Fi""]",27,0.791,0.386
USR-7867,22.42,54.28,"[""Adventure"", ""Mystery"", ""Sci-Fi"", ""Documentary"", ""Romance""]",36,0.845,0.613
USR-5322,8.76,20.71,"[""Comedy""]",19,0.494,0.387
USR-7534,20.77,64.76,"[""Adventure"", ""Sci-Fi"", ""Crime""]",18,0.829,0.426
USR-3577,35.62,84.99,"[""Sci-Fi"", ""Thriller""]",22,0.817,0.53
USR-2990,34.0,79.68,"[""Action"", ""Thriller"", ""Sci-Fi""]",30,0.856,0.367
USR-8135,31.79,55.07,"[""Sci-Fi"", ""Adventure"", ""Documentary"", ""Romance"", ""Mystery""]",23,0.808,0.477
USR-10962,4.13,25.95,"[""Comedy"", ""Family""]",5,0.367,0.66
USR-7462,24.19,62.35,"[""Sci-Fi"", ""Romance"", ""Documentary"", ""Mystery"", ""Crime""]",36,0.732,0.621
USR-6731,11.39,19.8,"[""Animation"", ""Comedy"", ""Romance""]",26,0.684,0.268
USR-9494,3.14,23.83,"[""Drama""]",7,0.287,0.914
USR-3629,36.94,98.39,"[""Action"", ""Thriller"", ""Sci-Fi"", ""Adventure""]",33,0.982,0.363
USR-8979,29.64,40.47,"[""Mystery"", ""Documentary"", ""Sci-Fi"", ""Romance""]",23,0.73,0.393
USR-2411,40.33,76.39,"[""Action"", ""Sci-Fi"", ""Adventure""]",20,0.755,0.374
USR-9262,25.39,66.08,"[""Adventure"", ""Sci-Fi"", ""Drama"", ""Crime""]",21,0.765,0.454
USR-5922,7.54,25.99,"[""Comedy"", ""Animation"", ""Romance""]",14,0.705,0.528
USR-7419,32.32,63.64,"[""Mystery"", ""Adventure"", ""Romance""]",29,0.667,0.495
USR-5281,6.25,25.09,"[""Comedy"", ""Animation""]",13,0.699,0.449
USR-9177,30.4,78.02,"[""Documentary"", ""Crime"", ""Sci-Fi""]",22,0.674,0.346
USR-10780,3.51,39.5,"[""Family"", ""Drama""]",6,0.495,0.718
USR-1816,35.26,102.14,"[""Thriller"", ""Sci-Fi""]",27,0.837,0.328
USR-3405,44.95,82.54,"[""Action"", ""Thriller""]",22,0.796,0.387
USR-7207,15.91,62.59,"[""Drama"", ""Mystery"", ""Romance"", ""Documentary""]",25,0.909,0.438
USR-3403,34.54831601624762,102.59,"[""Sci-Fi"", ""Action""]",22,0.873,0.473
USR-7222,29.86,35.32,"[""Crime"", ""Romance"", ""Documentary"", ""Drama""]",33,0.795,0.401
USR-3132,36.33,73.54,"[""Thriller"", ""Sci-Fi"", ""Action""]",28,0.861,0.498
USR-2798,34.21,70.02,"[""Action"", ""Sci-Fi"", ""Thriller""]",32,0.853,0.371
USR-4091,45.1,78.84,"[""Thriller"", ""Sci-Fi"", ""Action""]",22,0.837,0.378
USR-5282,6.95,19.23,"[""Animation""]",26,0.576,0.431
USR-10245,3.41,47.33,"[""Family"", ""Drama""]",4,0.344,0.655
USR-4123,36.9,100.44,"[""Action"", ""Sci-Fi""]",29,0.835,0.409
USR-6146,6.54,30.31,"[""Animation"", ""Comedy""]",15,0.489,0.286
USR-10678,1.84,33.99,"[""Comedy"", ""Drama""]",9,0.362,0.777
USR-1123,37.65,87.38,"[""Action"", ""Sci-Fi"", ""Thriller""]",22,0.939,0.476
USR-1180,41.19,74.18,"[""Sci-Fi"", ""Thriller""]",33,0.694,0.69
USR-10346,2.7,24.26,"[""Comedy""]",6,0.408,0.604
USR-6655,5.89,25.9,"[""Comedy""]",27,0.726,0.256
USR-6305,5.5,20.54,"[""Animation"", ""Comedy""]",18,0.556,0.144
USR-7504,28.4,81.98,"[""Crime"", ""Documentary"", ""Romance"", ""Drama""]",20,0.834,0.533
USR-6387,4.56,25.41,"[""Animation""]",14,0.717,0.335
USR-2158,39.44,77.91,"[""Action"", ""Sci-Fi"", ""Thriller""]",20,0.686,0.495
USR-1238,35.62,83.87,"[""Thriller"", ""Action"", ""Sci-Fi"", ""Adventure""]",30,0.861,0.553
USR-2533,42.21,66.49,"[""Thriller"", ""Action"", ""Sci-Fi"", ""Adventure""]",23,0.884,0.433
USR-9665,2.41,50.62,"[""Drama""]",6,0.494,0.78
USR-7452,28.79,68.15,"[""Romance"", ""Documentary"", ""Crime"", ""Sci-Fi"", ""Drama""]",28,0.767,0.439
USR-10206,3.58,28.49,"[""Family""]",4,0.418,0.689
USR-2536,41.18,109.25,"[""Sci-Fi"", ""Thriller"", ""Action"", ""Crime""]",28,1.0,0.479
USR-8741,27.88,64.72,"[""Drama"", ""Adventure"", ""Romance"", ""Mystery""]",33,0.876,0.487
USR-5814,,20.2,"[""Comedy"", ""Animation""]",23,0.683,0.396
USR-3606,40.49,81.12,"[""Action"", ""Sci-Fi""]",26,0.921,0.467
USR-4854,7.55,17.64,"[""Comedy"", ""Animation""]",18,0.499,0.301
USR-8204,27.35,69.46,"[""Romance"", ""Documentary"", ""Adventure"", ""Crime""]",28,0.8,0.526
USR-8628,24.32,70.84,"[""Romance"", ""Crime"", ""Documentary"", ""Adventure"", ""Mystery""]",15,0.701,0.408
USR-3178,44.95,85.96,"[""Sci-Fi"", ""Thriller"", ""Action"", ""Crime""]",17,0.753,0.291
USR-9168,27.13,54.39,"[""Drama"", ""Adventure"", ""Mystery"", ""Romance"", ""Sci-Fi""]",29,0.844,0.536
USR-3352,24.19,106.66,"[""Thriller"", ""Action""]",24,0.943,0.358
USR-7635,26.42,55.32,"[""Sci-Fi"", ""Crime"", ""Romance""]",30,0.789,0.561
USR-4496,10.86,35.03,"[""Animation"", ""Comedy""]",23,0.652,0.432
USR-9318,1.37,36.77,"[""Family"", ""Comedy""]",6,0.428,0.876
USR-3135,43.45,113.11,"[""Thriller"", ""Action"", ""Sci-Fi""]",39,0.852,0.482
USR-2481,43.93,64.67,"[""Action"", ""Sci-Fi""]",16,0.665,0.303
USR-3794,37.74,62.92,"[""Thriller"", ""Action""]",28,0.911,0.305
USR-5956,10.11,36.32,"[""Animation"", ""Comedy""]",10,0.521,0.241
USR-10879,5.3,39.71,[],5,0.674,0.895
USR-6226,8.543262063146893,26.32,"[""Comedy"", ""Animation""]",23,0.669,0.228
USR-8543,32.31,48.57,"[""Documentary"", ""Sci-Fi"", ""Mystery"", ""Drama"", ""Adventure""]",38,0.675,0.518
USR-6170,11.92,26.45,"[""Comedy""]",22,0.602,0.278
USR-9501,5.01,,"[""Family""]",5,0.631,0.825
USR-10524,1.86,37.16,"[""Family"", ""Comedy""]",8,0.252,0.675
USR-4615,11.54,30.01,"[""Animation""]",24,0.725,0.366
USR-4911,6.09,19.49,"[""Comedy"", ""Slow TV""]",12,0.56,0.254
USR-10534,2.36,44.08,"[""Family"", ""Comedy""]",6,0.32,0.616
USR-4800,8.15,24.14,"[""Comedy"", ""Romance"", ""Slow TV""]",25,0.604,0.322
USR-2953,35.9,99.3,"[""Action"", ""Thriller""]",30,0.78,0.462
USR-1556,42.9,124.89,"[""Thriller"", ""Sci-Fi"", ""Action""]",20,0.817,0.414
USR-7996,28.74,58.36,"[""Romance"", ""Documentary"", ""Crime"", ""Sci-Fi"", ""Adventure""]",34,0.916,0.511
USR-2164,44.13,81.71,"[""Sci-Fi"", ""Thriller""]",30,0.945,0.304
USR-2585,39.97,71.7,"[""Sci-Fi"", ""Thriller"", ""Action""]",19,0.785,0.354
USR-7301,28.58,35.0,"[""Mystery"", ""Romance"", ""Sci-Fi"", ""Crime"", ""Documentary""]",33,0.837,0.477
USR-8540,29.7,70.56,"[""Documentary"", ""Crime"", ""Sci-Fi""]",25,0.896,0.506
USR-7271,27.57,,"[""Drama"", ""Crime"", ""Adventure"", ""Sci-Fi""]",17,0.747,0.42
USR-7205,35.96,46.0,"[""Drama"", ""Crime"", ""Romance"", ""Mystery""]",18,0.828,0.447
USR-6363,8.71,33.69,"[""Animation"", ""Romance""]",8,0.748,0.316
USR-9089,28.86,66.3,"[""Documentary"", ""Crime"", ""Romance""]",37,0.827,0.612
USR-6013,5.57,33.18,"[""Comedy"", ""Animation""]",21,0.595,0.403
USR-2599,40.21,70.96,"[""Thriller"", ""Sci-Fi""]",18,0.886,0.419
USR-8349,31.77,62.33,"[""Romance"", ""Documentary"", ""Crime""]",22,0.727,0.546
USR-1301,45.78,102.37,"[""Thriller"", ""Action"", ""Adventure""]",19,0.884,0.431
USR-9499,3.27,41.81,"[""Comedy"", ""Family""]",1,0.322,0.61
USR-10759,3.37,31.05,"[""Family""]",3,0.273,0.75
USR-7325,22.88,52.25,"[""Adventure"", ""Crime"", ""Mystery"", ""Drama""]",27,0.733,0.172
USR-6815,9.92,15.74,"[""Animation"", ""Comedy""]",21,0.648,0.149
USR-4326,12.07,21.86,"[""Comedy"", ""Animation""]",18,0.555,0.342
USR-9974,4.67,48.91,"[""Comedy""]",8,0.635,0.828
USR-9972,3.34,42.53,"[""Comedy"", ""Family""]",9,0.362,0.534
USR-3859,38.93,108.61,"[""Sci-Fi"", ""Thriller""]",18,0.896,0.492
USR-10107,1.45,41.46,"[""Drama""]",5,0.479,0.648
USR-10932,0.71,25.63,"[""Drama"", ""Family""]",7,0.302,0.554
USR-4143,31.86,67.22,"[""Action"", ""Thriller""]",19,0.936,0.405
USR-2360,36.83,109.85,"[""Action"", ""Sci-Fi""]",28,0.809,0.472
USR-6559,7.02,10.0,"[""Comedy""]",11,0.601,0.316
USR-2936,22.94,82.69,"[""Sci-Fi"", ""Action""]",21,1.0,0.443
USR-4206,6.41,25.47,"[""Animation"", ""Comedy""]",34,0.663,0.37
USR-6821,6.49,20.19,"[""Comedy"", ""Animation""]",23,0.644,0.365
USR-1487,24.95,101.86,"[""Thriller"", ""Sci-Fi""]",33,0.841,0.405
USR-10158,,21.5,"[""Comedy""]",5,0.268,0.755
USR-5451,8.41,19.79,"[""Comedy"", ""Animation""]",19,0.722,0.266
USR-9012,34.91,40.65,"[""Mystery"", ""Romance"", ""Adventure""]",15,0.895,0.442
USR-5477,6.69,22.85,"[""Comedy"", ""Animation""]",17,0.786,0.409
USR-6730,12.12,15.52,"[""Comedy"", ""Animation""]",9,0.651,0.455
USR-9914,4.67,28.89,"[""Drama""]",5,0.448,0.737
USR-4338,5.75,22.44,"[""Comedy"", ""Silent Cinema""]",26,0.645,0.303
USR-8531,37.61,37.32,"[""Crime"", ""Romance"", ""Adventure""]",25,0.636,0.518
USR-2153,38.52,107.93,"[""Thriller"", ""Action"", ""Adventure""]",25,0.843,0.434
USR-6509,6.74,19.85,"[""Animation"", ""Comedy"", ""Romance""]",18,0.7,0.492
USR-10840,1.39,29.13,"[""Family""]",7,0.355,0.844
USR-8257,30.37,60.13,"[""Adventure"", ""Mystery"", ""Drama"", ""Documentary"", ""Romance""]",30,0.905,0.442
USR-9614,2.41,31.05,"[""Family"", ""Drama""]",2,0.45,0.745
USR-10109,3.37,38.7,"[""Comedy""]",6,0.488,0.634
USR-4353,9.99,19.46,"[""Comedy"", ""Animation""]",24,0.706,0.507
USR-7724,26.92,44.6,"[""Crime"", ""Drama"", ""Sci-Fi""]",25,0.801,0.187
USR-10801,2.12,33.15,"[""Comedy""]",5,0.565,0.89
USR-9628,1.14,37.56,"[""Comedy"", ""Drama""]",10,0.269,0.751
USR-10902,3.67,42.24,"[""Family""]",1,0.514,0.649
USR-7104,32.01,62.82,"[""Documentary"", ""Drama"", ""Sci-Fi""]",36,0.803,0.516
USR-1666,53.32,93.29,"[""Thriller"", ""Action"", ""Sci-Fi""]",30,0.741,0.493
USR-4519,8.42,25.99,"[""Animation""]",30,0.694,0.352
USR-10549,2.36,41.4,"[""Comedy""]",5,0.431,0.731
USR-8453,26.91,52.37,"[""Romance"", ""Drama"", ""Adventure"", ""Documentary""]",25,0.771,0.429
USR-1643,42.41,100.68,"[""Thriller"", ""Action""]",13,0.857,0.373
USR-10486,5.62,32.51,"[""Drama"", ""Comedy""]",6,0.256,0.81
USR-1177,28.16,70.12,"[""Action"", ""Thriller"", ""Sci-Fi""]",17,0.872,0.412
USR-9917,4.81,38.2,"[""Drama""]",6,0.26,0.842
USR-8958,28.223780363243634,71.34,"[""Adventure"", ""Crime"", ""Mystery"", ""Drama""]",27,0.727,0.451
USR-7334,21.72,59.01,"[""Crime"", ""Documentary"", ""Drama"", ""Mystery"", ""Romance""]",20,0.637,0.424
USR-1787,44.8,109.8,"[""Thriller"", ""Action"", ""Crime""]",29,0.921,0.493
USR-9385,2.43,31.67,"[""Drama"", ""Comedy""]",4,0.387,0.541
USR-7511,28.79,44.59,"[""Romance"", ""Drama"", ""Mystery"", ""Adventure"", ""Sci-Fi""]",23,0.648,0.387
USR-10813,5.5,37.13,"[""Comedy"", ""Family""]",6,0.444,0.841
USR-4203,6.84,26.56,"[""Animation"", ""Comedy""]",13,0.599,0.38
USR-5914,10.16,25.96,"[""Comedy"", ""Animation""]",15,0.669,0.557
USR-6507,5.26,30.78,"[""Animation"", ""Comedy"", ""Romance""]",26,0.771,0.293
USR-9117,20.61,47.12,"[""Mystery"", ""Documentary"", ""Adventure"", ""Romance""]",32,0.76,0.428
USR-1092,39.12,116.03,"[""Sci-Fi"", ""Thriller"", ""Action""]",27,0.95,0.462
USR-7595,31.32,42.88,"[""Crime"", ""Mystery"", ""Drama"", ""Sci-Fi""]",25,0.776,0.601
USR-6866,9.94,20.41,"[""Animation"", ""Comedy""]",22,0.532,0.338
USR-10602,2.0,36.4,"[""Drama""]",7,0.304,0.764
USR-7160,23.05,58.94,"[""Crime"", ""Adventure"", ""Documentary""]",28,0.776,0.537
USR-2972,29.7,103.65,"[""Action"", ""Sci-Fi"", ""Thriller""]",26,0.756,0.36
USR-3906,38.22,99.9,"[""Thriller"", ""Sci-Fi""]",26,0.794,0.508
USR-1531,33.52,94.37,"[""Action"", ""Thriller""]",32,0.754,0.318
USR-4816,9.63,22.31,"[""Comedy"", ""Animation""]",29,0.842,0.374
USR-1997,31.41,72.6,"[""Action"", ""Sci-Fi"", ""Thriller"", ""Crime""]",27,0.848,0.374
USR-4575,7.34,26.16,"[""Animation""]",18,0.692,0.51
USR-6406,5.84,28.57,"[""Comedy"", ""Animation""]",22,0.663,0.552
USR-6768,7.1,23.26,[],20,0.846,0.216
USR-7400,27.71,54.5,"[""Romance"", ""Adventure"", ""Crime"", ""Sci-Fi"", ""Documentary""]",21,0.904,0.428
USR-3313,30.42,88.89,"[""Action"", ""Sci-Fi""]",32,0.709,0.374
USR-3155,49.73,80.38,"[""Action"", ""Sci-Fi"", ""Thriller""]",27,0.934,0.421
USR-5351,9.71,29.2,"[""Comedy"", ""Animation""]",28,0.83,0.399
USR-2428,32.55,58.5,"[""Action"", ""Thriller""]",24,0.81,0.31
USR-5708,7.97,17.87,"[""Comedy"", ""Animation""]",16,0.698,0.42
USR-7176,24.35,75.39,"[""Adventure"", ""Sci-Fi"", ""Crime"", ""Documentary"", ""Romance""]",24,0.702,0.59
USR-5002,10.83,19.55,"[""Animation"", ""Romance""]",20,0.809,0.283
USR-4725,10.88,24.93,"[""Comedy"", ""Animation""]",17,0.751,0.383
USR-4086,37.86,78.47,"[""Sci-Fi"", ""Thriller"", ""Action""]",44,0.783,0.319
USR-7034,32.5,42.84,"[""Adventure"", ""Romance"", ""Crime"", ""Mystery"", ""Drama""]",22,0.728,0.477
USR-8911,29.44,60.41,"[""Drama"", ""Sci-Fi"", ""Adventure"", ""Romance""]",22,0.726,0.404
USR-5566,8.28,19.5,"[""Comedy"", ""Animation"", ""Romance""]",31,0.569,0.313
USR-7665,25.07,77.33,"[""Adventure"", ""Mystery"", ""Crime""]",29,0.817,0.38
USR-6225,5.25,18.08,"[""Animation"", ""Comedy""]",22,0.713,0.212
USR-1496,31.85,80.22,"[""Thriller"", ""Sci-Fi""]",30,0.794,0.441
USR-10729,4.63,17.74,"[""Family""]",7,0.5,0.98
USR-3322,45.03,94.15,"[""Action"", ""Sci-Fi"", ""Thriller""]",21,0.948,0.352
USR-5367,9.55,21.59,"[""Animation"", ""Comedy""]",24,0.544,0.27
USR-10659,1.95,36.74,"[""Family"", ""Drama""]",2,0.302,0.579
USR-1152,34.7,88.33,"[""Sci-Fi"", ""Action"", ""Thriller""]",21,0.874,0.341
USR-5289,11.15,,"[""Animation""]",24,0.707,0.348
USR-1695,37.43,81.42,"[""Thriller"", ""Action""]",16,0.902,0.589
USR-8172,,47.83,"[""Drama"", ""Romance"", ""Documentary"", ""Mystery"", ""Adventure""]",30,0.721,0.424
USR-6831,6.34,25.49,"[""Animation"", ""Comedy""]",19,0.697,0.439
USR-2739,52.81,87.13,"[""Action"", ""Thriller"", ""Sci-Fi""]",33,0.921,0.427
USR-4002,42.73,67.75,"[""Thriller"", ""Sci-Fi""]",33,0.762,0.455
USR-1168,44.53,115.42,"[""Thriller"", ""Sci-Fi""]",27,0.794,0.414
USR-6083,6.85,22.96,"[""Comedy"", ""Animation""]",10,0.785,0.324
USR-5731,11.51,29.96,"[""Comedy"", ""Animation""]",23,0.665,0.186
USR-3866,48.69,96.94,"[""Action"", ""Thriller""]",39,0.825,0.465
USR-9637,2.86,35.34,"[""Family""]",9,0.339,0.633
USR-4935,9.14,32.5,"[""Comedy"", ""Animation""]",22,0.698,0.428
USR-7026,33.43,58.42,"[""Sci-Fi"", ""Romance"", ""Adventure""]",32,0.62,0.498
USR-3884,38.97,77.05,"[""Sci-Fi"", ""Action"", ""Thriller"", ""Adventure""]",17,1.0,0.313
USR-4032,36.23,65.51,"[""Thriller"", ""Action""]",21,0.784,0.31
USR-6913,35.15,67.21,"[""Adventure"", ""Sci-Fi"", ""Crime""]",23,0.739,0.519
